"mietekalt","qm_Preis","wohnflaeche","alter","objektzustand","zimmeranzahl","balkon","einbaukueche","keller","ausstattung","ausstattung_kat","aufzug","gaestewc","garten","heizungsart","barrierefrei","Einstellungsdatum","Einstellungsmonat"
190,7.03703689575195,27,NA,NA,1,1,1,1,0,0,0,0,0,NA,0,2019-07-01,"07"
370,8.60465145111084,43,52,7,2,1,0,1,1,1,0,0,1,3,0,2018-12-01,"12"
416,8.31999969482422,50,106,6,2,0,1,1,1,1,0,0,0,3,0,2019-12-01,"12"
220,6.54567098617554,33.6100006103516,2,6,1,1,0,1,1,1,1,0,0,13,0,2019-03-01,"03"
360,7.3469386100769,49,41,6,2,1,0,1,1,1,0,0,0,6,0,2019-08-01,"08"
600,6.25,96,100,7,3,0,1,0,0,0,0,1,0,13,0,2019-04-01,"04"
600,12,50,3,3,2,1,1,0,1,2,1,0,0,4,0,2019-11-01,"11"
365,6.63636350631714,55,114,7,2,0,0,1,1,1,0,0,0,6,0,2019-12-01,"12"
541,6.60319805145264,81.9300003051758,43,NA,3,1,0,1,0,0,0,0,0,6,0,2019-09-01,"09"
350,6.25,56,NA,NA,2,1,0,1,0,0,0,0,1,13,0,2019-08-01,"08"
300,9.375,32,60,6,1,0,0,0,1,1,0,0,0,13,0,2019-10-01,"10"
447.52,7.22155857086182,61.9700012207031,25,7,2.5,1,0,0,0,0,0,0,1,13,0,2019-03-01,"03"
506,9.06810092926025,55.7999992370605,64,NA,3,0,0,1,0,0,0,0,0,13,0,2019-04-01,"04"
479,6.65277767181396,72,49,7,3,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
480,8.2758617401123,58,NA,NA,2,1,0,0,0,0,0,0,0,4,0,2019-07-01,"07"
442,5.62269449234009,78.6100006103516,40,NA,3,1,0,1,0,0,0,0,0,6,0,2019-09-01,"09"
1320,11,120,3,1,3,1,0,1,1,2,1,1,0,5,0,2019-05-01,"05"
700,7.77777767181396,90,NA,NA,4,1,0,1,1,1,0,0,0,13,0,2019-10-01,"10"
500,5.55555534362793,90,44,7,3,1,1,1,1,1,0,1,1,10,0,2019-11-01,"11"
490,7,70,50,7,3,1,0,1,1,1,0,0,0,6,0,2019-06-01,"06"
520,7.76119422912598,67,38,7,2,1,0,1,1,1,0,0,0,NA,0,2019-04-01,"04"
1045,10.7731962203979,97,2,1,4,1,0,1,1,2,0,1,1,5,1,2019-01-01,"01"
710,7.02970314025879,101,56,4,4,1,0,1,1,1,0,1,0,10,0,2019-07-01,"07"
845,9.08602142333984,93,1,1,3,1,0,1,1,2,1,0,1,5,1,2019-10-01,"10"
790,8.77777767181396,90,93,1,3,0,0,1,1,2,0,0,0,6,0,2019-11-01,"11"
446.58,7.55378913879395,59.1199989318848,69,NA,3,0,0,0,0,0,0,0,0,3,0,2019-08-01,"08"
316,7.02222204208374,45,48,3,2,0,0,1,1,1,0,0,0,13,0,2018-11-01,"11"
400,10,40,NA,7,2,0,1,0,1,2,0,0,0,13,0,2018-11-01,"11"
325,7.38636350631714,44,112,7,1.5,0,1,1,1,1,0,0,0,13,0,2019-06-01,"06"
364.67,5.25007200241089,69.4599990844727,10,NA,3,1,0,1,1,1,1,0,0,4,1,2019-07-01,"07"
425,7.72727251052856,55,61,2,2,1,0,1,1,2,0,0,0,13,0,2019-01-01,"01"
1030,7.62962961196899,135,NA,NA,3.5,1,1,0,0,0,0,1,0,NA,0,2019-08-01,"08"
318,5.71325922012329,55.6599998474121,67,NA,3,1,0,1,0,0,0,0,0,3,0,2019-11-01,"11"
410,6.50793647766113,63,65,7,2,0,0,1,1,1,0,0,1,3,0,2019-08-01,"08"
414,5.32544374465942,77.7399978637695,91,NA,3,0,0,1,0,0,0,1,0,13,0,2019-02-01,"02"
460,11.4314107894897,40.2400016784668,52,7,1,1,0,0,0,0,1,0,0,13,0,2019-05-01,"05"
529.45,8.13037395477295,65.120002746582,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
594,8.62369346618652,68.879997253418,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
599,8.20547962188721,73,50,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
850,8.33333301544189,102,NA,3,1,1,0,0,1,2,0,0,0,13,0,2019-05-01,"05"
498.07,6.10006093978882,81.6500015258789,1,1,3,1,0,1,0,0,1,1,0,12,1,2019-07-01,"07"
290,5.80000019073486,50,50,7,1,0,1,1,1,1,0,0,0,13,0,2019-01-01,"01"
400,6.66666650772095,60,59,7,2,0,1,1,1,2,0,0,0,13,0,2019-07-01,"07"
550,5.61224508285522,98,NA,5,4,0,0,0,1,1,0,0,0,4,0,2019-08-01,"08"
600,8.10810852050781,74,65,7,3,1,0,1,1,1,0,0,0,3,0,2019-11-01,"11"
660,10.6451616287231,62,4,NA,2,0,1,1,0,0,1,0,0,5,0,2019-09-01,"09"
555.9,8.59993839263916,64.6399993896484,60,NA,3,1,0,1,0,0,0,0,0,13,0,2019-12-01,"12"
335,8.81578922271729,38,64,6,1,1,0,1,0,0,0,0,1,4,0,2019-01-01,"01"
1300,10.1801099777222,127.699996948242,4,1,3,0,0,1,0,0,0,1,0,13,0,2019-06-01,"06"
395,11.2857141494751,35,NA,5,1,0,0,0,1,2,0,0,0,4,0,2019-01-01,"01"
332.18,4.29173135757446,77.4000015258789,49,NA,3,1,0,1,0,0,0,0,0,13,0,2019-05-01,"05"
642,11.002571105957,58.3499984741211,1,1,2,1,0,1,0,0,1,0,0,NA,0,2019-07-01,"07"
1008,9,112,NA,5,3,1,0,1,0,0,1,1,0,13,0,2019-10-01,"10"
1180,12.0408163070679,98,2,3,3,1,1,1,1,2,1,1,0,5,1,2019-03-01,"03"
298,5.96000003814697,50,51,7,2.5,0,1,1,1,1,0,0,0,3,0,2019-08-01,"08"
470,6.91176462173462,68,NA,NA,2,0,0,1,0,0,0,0,0,6,0,2019-01-01,"01"
459,6.375,72,48,7,3,1,1,1,1,1,0,0,0,6,0,2019-06-01,"06"
625,6.51041650772095,96,28,7,4,1,0,1,1,2,0,0,0,13,0,2019-04-01,"04"
500,6.49350643157959,77,48,6,3,1,0,1,1,1,0,0,0,13,0,2019-03-01,"03"
393.61,5.21199703216553,75.5199966430664,50,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
840,10.7692308425903,78,2,3,3,1,0,1,1,2,0,0,1,5,0,2019-08-01,"08"
1150,9.58333301544189,120,NA,4,4,0,0,0,0,0,0,1,1,6,0,2019-11-01,"11"
1140,9.19354820251465,124,1,1,4,1,0,1,1,2,1,1,1,5,1,2019-07-01,"07"
980,8.52173900604248,115,92,3,2.5,1,1,1,1,2,0,1,0,6,1,2019-06-01,"06"
950,7.307692527771,130,36,7,4,1,0,1,1,2,0,1,0,13,0,2019-07-01,"07"
750,7.57575750350952,99,NA,NA,4,1,1,1,0,0,0,0,0,NA,0,2019-08-01,"08"
650,5.078125,128,20,7,3,1,0,1,1,2,0,1,0,13,0,2019-01-01,"01"
350,15.9090909957886,22,25,7,1.5,0,0,1,1,2,0,0,0,3,0,2018-01-01,"01"
635.5,8.70547962188721,73,49,NA,3,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
560,9.82456111907959,57,13,7,2,1,1,1,0,0,1,0,0,NA,0,2019-12-01,"12"
400,14.2857141494751,28,48,7,1,1,1,0,0,0,0,0,1,13,0,2019-08-01,"08"
411,6.79563474655151,60.4799995422363,61,7,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
390,5.13157892227173,76,NA,NA,3,1,1,1,0,0,0,0,1,NA,0,2019-03-01,"03"
495,7.5,66,50,7,3,0,1,0,0,0,0,0,0,13,0,2019-05-01,"05"
550,10,55,158,7,2,1,0,0,1,1,0,0,0,13,0,2019-12-01,"12"
552,7.01130437850952,78.7300033569336,23,6,3,1,0,1,1,1,0,0,0,4,0,2019-12-01,"12"
