"mietekalt","qm_Preis","wohnflaeche","alter","objektzustand","zimmeranzahl","balkon","einbaukueche","keller","ausstattung","ausstattung_kat","aufzug","gaestewc","garten","heizungsart","barrierefrei","Einstellungsdatum","Einstellungsmonat"
495,6.59999990463257,75,NA,NA,3,1,0,1,0,0,0,0,0,10,0,2019-03-01,"03"
417,7.31578969955444,57,36,7,2,1,1,1,0,0,0,0,0,13,0,2019-08-01,"08"
462,7.07395505905151,65.3099975585938,80,7,3,0,0,0,0,0,0,0,0,NA,0,2019-10-01,"10"
790,7.18181800842285,110,40,NA,3.5,0,0,1,0,0,0,1,0,13,0,2019-01-01,"01"
660,8.25,80,NA,NA,3.5,0,0,0,0,0,0,0,1,13,0,2019-08-01,"08"
1035,11.5,90,1,1,3,1,0,1,1,2,1,1,1,5,1,2019-01-01,"01"
552,7.01130437850952,78.7300033569336,23,6,3,1,0,1,1,1,0,0,0,4,0,2019-11-01,"11"
419,6.75806474685669,62,89,7,2,0,0,1,0,0,0,0,0,3,0,2018-12-01,"12"
278.9,6.64047622680664,42,52,NA,1,1,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
305,6.77777767181396,45,48,7,2,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
380,12.6666669845581,30,NA,NA,1,0,1,0,0,0,0,0,0,NA,0,2019-08-01,"08"
550,7.85714292526245,70,60,4,1,0,0,0,0,0,0,0,0,NA,0,2019-07-01,"07"
630,8.18181800842285,77,94,7,3,1,0,1,0,0,0,0,0,3,0,2019-04-01,"04"
730,7.68421030044556,95,NA,5,3,0,0,1,0,0,0,0,0,13,0,2019-12-01,"12"
450,11.1829023361206,40.2400016784668,52,3,1,1,0,0,0,0,1,0,0,13,0,2019-08-01,"08"
262,5.69565200805664,46,50,NA,1,1,0,1,0,0,0,0,0,10,0,2019-11-01,"11"
695,7.16494846343994,97,NA,NA,3,1,1,1,0,0,0,0,1,6,0,2019-01-01,"01"
650,8.66666698455811,75,NA,NA,3,0,0,1,0,0,0,0,0,NA,0,2019-10-01,"10"
452,7.79310321807861,58,NA,6,2,1,1,1,0,0,0,0,0,NA,0,2019-08-01,"08"
467,7.11348056793213,65.6500015258789,57,7,3,0,0,0,0,0,0,0,0,NA,0,2019-04-01,"04"
330,6.59999990463257,50,48,7,2,1,0,1,1,1,0,0,0,NA,0,2019-12-01,"12"
700,7.77777767181396,90,NA,NA,4,1,0,1,1,1,0,0,0,13,0,2019-10-01,"10"
285,4.67213106155396,61,47,7,2,1,1,1,1,1,0,0,1,6,0,2019-02-01,"02"
600,6.97674417495728,86,NA,NA,4,0,1,1,0,0,0,0,0,10,0,2019-02-01,"02"
610.34,8.71416282653809,70.0400009155273,61,NA,3,1,0,1,0,0,0,0,0,3,0,2019-01-01,"01"
600,10,60,NA,4,3,0,0,0,0,0,0,0,0,4,0,2019-06-01,"06"
980,10.8888893127441,90,117,6,2,1,1,1,1,2,0,1,0,4,0,2019-11-01,"11"
600,10,60,4,NA,2,1,1,0,0,0,0,0,0,NA,0,2019-03-01,"03"
486.6,6.10003805160522,79.7699966430664,1,1,3,1,0,1,0,0,1,1,0,5,0,2018-09-01,"09"
410,7.55760383605957,54.25,87,7,3,0,1,1,1,1,0,0,0,13,0,2019-03-01,"03"
520,8.25396823883057,63,37,7,2,1,1,0,1,1,0,0,0,13,0,2019-10-01,"10"
430,5.97222232818604,72,NA,5,3,0,1,1,1,1,0,0,0,3,0,2019-06-01,"06"
542.02,6.6100001335144,82,18,6,3,1,0,1,1,1,0,0,0,10,0,2019-07-01,"07"
350,5.83333349227905,60,89,NA,2,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
740,7.78947353363037,95,NA,7,3.5,0,1,1,1,1,0,0,1,4,0,2019-03-01,"03"
569,7.10273361206055,80.1100006103516,28,7,3,1,0,0,0,0,0,0,0,13,0,2019-12-01,"12"
450,6.42857122421265,70,28,5,3,0,1,1,1,1,0,0,0,13,0,2019-02-01,"02"
385,6.875,56,70,4,2,0,0,1,1,1,0,0,0,13,0,2019-05-01,"05"
489,6.75414371490479,72.4000015258789,54,7,3,1,0,0,0,0,0,0,0,13,0,2019-01-01,"01"
570,8.14285755157471,70,60,7,3,1,1,1,1,1,0,0,0,6,0,2019-04-01,"04"
540,9.81818199157715,55,NA,NA,2.5,0,1,0,0,0,0,0,0,NA,0,2019-12-01,"12"
400.05,7.84411764144897,51,55,NA,2,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
1000,9.5238094329834,105,NA,NA,4,0,0,0,0,0,0,0,0,NA,0,2019-07-01,"07"
340,8.71794891357422,39,NA,NA,2,1,0,0,0,0,0,0,0,NA,0,2019-07-01,"07"
385,5.44169616699219,70.75,55,7,2,1,0,1,1,1,0,1,0,13,0,2019-03-01,"03"
1350,8.6422119140625,156.210006713867,60,NA,3,1,0,0,1,2,1,0,0,4,1,2019-11-01,"11"
630,7.41176462173462,85,57,7,3.5,1,1,1,0,0,0,0,0,13,0,2019-12-01,"12"
490,9.01563930511475,54.3499984741211,65,7,2,0,0,1,0,0,1,0,0,4,0,2019-01-01,"01"
510,6,85,30,NA,2,1,1,1,1,2,0,0,1,NA,0,2019-03-01,"03"
350,4.66666650772095,75,NA,NA,3,1,1,1,0,0,0,0,1,NA,0,2019-10-01,"10"
594,8.62369346618652,68.879997253418,62,NA,3,1,0,1,0,0,0,0,0,13,0,2018-10-01,"10"
369,6.70909070968628,55,63,7,2,1,0,0,0,0,0,0,0,13,0,2019-02-01,"02"
248,8.33053398132324,29.7700004577637,67,5,1,1,1,1,0,0,0,0,0,13,0,2019-02-01,"02"
529.45,8.13037395477295,65.120002746582,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-05-01,"05"
659,8.24987506866455,79.879997253418,24,NA,3,0,0,0,0,0,1,0,0,4,1,2019-02-01,"02"
393.61,5.21199703216553,75.5199966430664,50,NA,3,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
447.52,7.2180643081665,62,25,7,2,1,0,1,0,0,0,0,0,13,0,2019-06-01,"06"
595,6.68539333343506,89,50,7,3,1,1,1,1,1,1,1,0,1,1,2018-11-01,"11"
750,7.28155326843262,103,13,7,3,1,1,1,1,2,1,1,0,6,0,2019-08-01,"08"
290,7.63157892227173,38,NA,4,2,0,1,1,1,2,0,0,1,NA,0,2019-10-01,"10"
716,5.68253946304321,126,69,6,4,1,1,1,1,2,0,1,1,3,0,2018-12-01,"12"
750,9.375,80,53,NA,3,0,0,0,0,0,0,0,0,NA,0,2019-06-01,"06"
700,7.77777767181396,90,NA,NA,4,1,0,1,1,1,0,0,0,13,0,2019-11-01,"11"
540,7.10526323318481,76,NA,NA,3,1,1,1,0,0,0,0,1,13,0,2019-06-01,"06"
460,8.3636360168457,55,25,7,2,1,0,1,1,1,0,0,0,13,0,2019-08-01,"08"
770,9.16666698455811,84,18,7,2,1,1,0,1,2,1,0,0,13,1,2019-09-01,"09"
434,7,62,58,7,2,1,0,1,0,0,0,0,1,12,0,2018-11-01,"11"
550,6.70731687545776,82,28,NA,3,1,0,1,1,1,0,1,0,13,0,2019-02-01,"02"
720,10.2857141494751,70,4,NA,2,0,1,1,0,0,1,0,0,5,0,2019-09-01,"09"
352,5.50430011749268,63.9500007629395,45,NA,2,1,0,1,0,0,0,0,0,6,0,2019-11-01,"11"
275,7.05128192901611,39,50,7,1,0,0,1,1,1,0,0,0,13,0,2019-09-01,"09"
395,8.58695697784424,46,NA,2,2,0,1,0,1,2,0,0,0,3,0,2019-08-01,"08"
1750,11.3636360168457,154,6,3,4,1,0,1,1,2,1,1,0,5,1,2018-11-01,"11"
333,5.55648231506348,59.9300003051758,58,NA,3,1,0,1,0,0,0,0,0,3,0,2019-06-01,"06"
390,6.29032278060913,62,48,NA,2,0,0,0,0,0,0,0,0,13,0,2019-03-01,"03"
650,8.125,80,NA,7,5,0,1,1,0,0,0,0,0,NA,0,2019-04-01,"04"
470,7.83333349227905,60,NA,4,2,0,1,1,1,1,0,0,0,13,0,2019-01-01,"01"
380,10,38,110,6,1.5,1,1,0,1,1,0,0,0,NA,0,2019-11-01,"11"
1100,8.66141700744629,127,NA,3,4,1,1,1,1,2,1,1,0,NA,0,2019-09-01,"09"
550,7.14285707473755,77,48,5,3,1,0,1,1,1,0,0,1,10,0,2019-09-01,"09"
550,6.32183885574341,87,20,NA,3,1,0,0,0,0,0,0,0,NA,0,2019-07-01,"07"
690,7.11340188980103,97,56,5,3,1,0,1,1,2,1,0,1,10,0,2019-02-01,"02"
522.46,8.54530620574951,61.1399993896484,61,NA,3,1,0,1,0,0,0,0,0,3,0,2019-05-01,"05"
385,7.69999980926514,50,NA,5,2,0,0,0,1,1,0,0,0,NA,0,2019-09-01,"09"
1190,8.00053787231445,148.740005493164,22,NA,6,1,0,1,0,0,0,1,0,4,0,2019-07-01,"07"
1139,8.43703746795654,135,115,5,4,1,1,1,1,2,0,0,1,6,0,2019-08-01,"08"
1380,8.90322589874268,155,40,5,3,1,1,1,1,2,0,1,1,6,0,2019-01-01,"01"
590,8.42375755310059,70.0400009155273,61,NA,3,1,0,1,0,0,0,0,0,3,0,2018-11-01,"11"
650,7.64705896377563,85,NA,4,2,1,0,1,1,2,0,0,0,13,0,2019-02-01,"02"
780,12.5806455612183,62,2,3,2,1,1,1,1,2,1,0,1,NA,0,2019-02-01,"02"
423,7.05000019073486,60,59,5,2,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
583.12,8.44244956970215,69.0699996948242,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
530,6.97368431091309,76,57,7,3,1,1,1,0,0,0,0,0,4,0,2019-03-01,"03"
350,8.75,40,28,NA,1,0,0,1,0,0,0,0,0,NA,0,2019-06-01,"06"
614,8,76.75,2,2,2,1,0,1,0,0,1,0,0,5,0,2019-06-01,"06"
360,6.54545450210571,55,59,7,2,0,1,1,0,0,0,0,1,NA,0,2019-11-01,"11"
267.79,4.28189945220947,62.5400009155273,49,NA,2,1,0,1,0,0,1,0,0,13,0,2019-06-01,"06"
399.94,4.89762401580811,81.6600036621094,119,7,3.5,1,0,0,0,0,1,0,0,13,0,2019-03-01,"03"
470,7.12121200561523,66,NA,NA,3,0,1,1,0,0,0,0,0,3,0,2019-07-01,"07"
360,9.72972965240479,37,90,6,1,0,1,0,1,2,0,0,0,6,0,2019-09-01,"09"
922,9.99349594116211,92.2600021362305,1,1,3,1,1,1,0,0,1,0,0,4,0,2019-09-01,"09"
489,6.69863033294678,73,89,7,3,1,0,1,0,0,0,0,0,3,0,2019-01-01,"01"
415.15,6.79793691635132,61.0699996948242,61,7,3,1,0,1,0,0,0,0,0,13,0,2019-04-01,"04"
600,10,60,NA,4,3,0,0,0,0,0,0,0,0,4,0,2019-07-01,"07"
1055,8.50806427001953,124,105,2,4,0,0,1,1,2,0,0,0,4,0,2019-07-01,"07"
495.76,8.76520442962646,56.560001373291,60,NA,2,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
480,8.17856597900391,58.689998626709,2,3,2,1,1,1,1,2,1,0,0,13,1,2019-04-01,"04"
730,11.967212677002,61,20,3,2,1,1,1,1,2,1,0,0,4,0,2019-12-01,"12"
995,10.4736843109131,95,5,3,3,1,1,1,1,2,0,1,0,5,0,2019-09-01,"09"
700,5.38461542129517,130,17,7,3,1,0,1,0,0,0,0,1,6,0,2019-09-01,"09"
440,5.64102554321289,78,52,7,3,1,0,1,1,1,0,0,0,4,0,2019-01-01,"01"
750,8.15217399597168,92,87,NA,4,0,0,0,0,0,0,0,0,3,0,2019-08-01,"08"
1300,12.8712873458862,101,NA,3,4,1,0,1,1,2,1,1,0,4,1,2019-06-01,"06"
406.56,5.28000020980835,77,21,7,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
335,6.69999980926514,50,47,3,2,1,0,1,1,2,0,0,0,8,0,2019-05-01,"05"
400,6.66666650772095,60,60,7,3,0,0,1,0,0,0,0,1,NA,0,2019-02-01,"02"
780,8.71703147888184,89.4800033569336,2,1,3,1,0,1,1,2,1,0,1,12,1,2019-01-01,"01"
400,6.66666650772095,60,82,7,4,0,0,1,1,1,0,0,0,6,0,2019-07-01,"07"
620,7.00011301040649,88.5699996948242,55,2,3,1,0,1,1,2,0,0,0,13,0,2019-01-01,"01"
366,8.13333320617676,45,NA,6,2,0,0,1,0,0,0,0,0,10,0,2019-07-01,"07"
706,8.69993782043457,81.1500015258789,4,3,3,0,0,0,0,0,1,0,0,4,0,2019-07-01,"07"
496.32,7.42438316345215,66.8499984741211,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-04-01,"04"
470,7.83333349227905,60,NA,4,2,0,1,1,1,1,0,0,0,13,0,2019-02-01,"02"
950,9.5,100,46,7,4,1,0,1,0,0,1,1,0,NA,0,2019-05-01,"05"
340,7.01030921936035,48.5,67,5,2,0,0,0,0,0,0,0,1,13,0,2019-06-01,"06"
633,9.44776153564453,67,5,3,2,1,0,0,0,0,1,0,0,5,0,2019-01-01,"01"
650,5.41666650772095,120,28,3,4,1,0,1,0,0,0,1,1,10,0,2019-12-01,"12"
454.54,7.11998748779297,63.8400001525879,58,NA,3,1,0,1,0,0,0,0,1,13,0,2019-11-01,"11"
530,6.50306749343872,81.5,66,NA,4,0,0,1,0,0,0,0,1,4,0,2019-11-01,"11"
590,7.76315784454346,76,25,NA,3,0,0,0,0,0,1,0,0,NA,0,2019-02-01,"02"
553,5.49865770339966,100.569999694824,40,NA,3,0,0,1,0,0,0,0,0,6,1,2019-03-01,"03"
620,8.85714244842529,70,60,4,1,0,0,0,0,0,0,0,0,NA,0,2019-07-01,"07"
372,7.4623875617981,49.8499984741211,14,7,1.5,1,1,1,1,2,1,0,0,NA,1,2019-07-01,"07"
560,9.33333301544189,60,NA,NA,2,0,1,1,1,1,0,0,1,4,0,2019-05-01,"05"
774,10.0886335372925,76.7200012207031,63,NA,4,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
720,10.1408452987671,71,120,3,2,1,1,0,1,2,1,0,0,13,1,2019-02-01,"02"
499,9.07272720336914,55,NA,NA,3,0,1,1,0,0,0,0,1,NA,0,2019-01-01,"01"
576,8,72,NA,6,3,1,0,0,1,1,0,0,0,4,0,2019-06-01,"06"
190.15,4.40978670120239,43.1199989318848,52,7,1,1,0,1,0,0,1,0,0,NA,0,2019-02-01,"02"
499,6.89702844619751,72.3499984741211,54,7,3,1,0,0,0,0,0,0,0,13,0,2019-05-01,"05"
380,8.05084705352783,47.2000007629395,NA,NA,2,0,1,1,0,0,0,0,0,10,0,2019-11-01,"11"
660,8.09815979003906,81.5,41,7,3,1,0,1,1,2,0,1,0,6,0,2019-12-01,"12"
1200,8.2758617401123,145,NA,5,6.5,1,1,1,1,2,0,1,0,6,0,2019-03-01,"03"
508.18,7.25971412658691,70,25,7,3,1,0,1,0,0,0,0,1,13,0,2019-08-01,"08"
315,7.15909099578857,44,130,7,2,0,0,1,1,1,0,0,1,6,0,2018-12-01,"12"
650,9.15492916107178,71,NA,NA,3,1,0,1,0,0,0,0,0,NA,0,2018-12-01,"12"
310,6.88888883590698,45,122,7,1,0,0,0,0,0,0,0,0,6,0,2018-01-01,"01"
370,14.1762447357178,26.1000003814697,3,3,1,0,1,1,1,2,1,0,0,NA,0,2019-09-01,"09"
540,7.7142858505249,70,116,7,3,0,0,1,1,1,0,0,1,4,0,2019-11-01,"11"
499,12.4750003814697,40,3,2,1,0,1,1,1,2,1,0,0,6,0,2018-04-01,"04"
690,9.19999980926514,75,7,3,3,0,1,0,0,0,0,1,1,NA,1,2019-05-01,"05"
420,12,35,NA,NA,2,0,0,0,0,0,0,0,1,13,0,2019-01-01,"01"
228.8,7.15000009536743,32,52,5,2.5,0,1,1,1,1,0,0,0,13,0,2019-02-01,"02"
600,10,60,NA,4,3,0,0,0,0,0,0,0,0,4,0,2019-09-01,"09"
480,7.00729942321777,68.5,60,6,3,1,0,1,1,1,0,0,0,6,0,2019-02-01,"02"
850,8.01886749267578,106,6,7,3,1,1,1,1,2,1,1,1,NA,0,2019-08-01,"08"
900,9.78260898590088,92,120,5,4,0,0,1,0,0,0,0,0,3,0,2019-03-01,"03"
615,9.46153831481934,65,62,4,2,0,1,1,1,2,0,0,0,3,0,2018-12-01,"12"
470,6.91176462173462,68,NA,NA,2,0,0,1,0,0,0,0,0,6,0,2019-02-01,"02"
489.33,7.66494369506836,63.8400001525879,58,NA,3,1,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
545,7.56944465637207,72,23,6,2,0,0,0,0,0,0,0,0,13,0,2018-12-01,"12"
600,8,75,108,NA,3,1,0,1,0,0,0,0,0,NA,0,2019-08-01,"08"
1300,9.8709192276001,131.699996948242,4,1,3,1,0,1,0,0,0,1,1,13,0,2019-07-01,"07"
980,9.80000019073486,100,46,NA,4,1,0,1,0,0,1,1,0,NA,0,2019-04-01,"04"
615,7.6875,80,NA,7,3,1,0,1,1,2,0,1,0,6,0,2019-02-01,"02"
950,9.5,100,46,7,4,1,0,1,0,0,1,1,1,NA,0,2019-06-01,"06"
690,5.65573787689209,122,29,7,3.5,0,0,0,1,1,0,1,0,13,0,2019-01-01,"01"
885,11.4935064315796,77,92,1,3,1,0,0,1,2,0,0,0,4,0,2019-12-01,"12"
800,10,80,3,3,3,1,0,1,1,2,1,1,1,13,1,2019-05-01,"05"
599,8.31944465637207,72,NA,6,3,1,0,1,0,0,0,0,1,13,0,2019-06-01,"06"
800,9.98128509521484,80.1500015258789,2,1,3,1,0,1,1,2,1,1,0,4,1,2019-07-01,"07"
554.19,8.51028823852539,65.120002746582,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
220,10,22,60,7,1,0,1,0,1,1,0,0,0,13,0,2019-12-01,"12"
489,8.14999961853027,60,NA,NA,2,1,0,1,0,0,0,0,1,6,0,2019-10-01,"10"
599,7.48750019073486,80,23,7,3,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
1250,11.2612609863281,111,3,3,3,1,0,1,1,2,1,1,0,13,0,2019-01-01,"01"
675,6.49038457870483,104,48,7,4,1,0,1,0,0,0,1,0,6,0,2019-07-01,"07"
489,6.82865524291992,71.6100006103516,54,7,3,1,0,1,0,0,0,0,0,13,0,2019-04-01,"04"
900,6.66666650772095,135,NA,NA,3.5,1,1,0,0,0,0,1,0,NA,0,2019-03-01,"03"
509,7.10794591903687,71.6100006103516,54,7,3,1,0,0,0,0,0,0,0,13,0,2019-07-01,"07"
314.8,8.0717945098877,39,34,7,2,1,0,0,1,1,0,0,0,3,0,2019-06-01,"06"
750,9.14634132385254,82,48,4,3,0,1,1,1,2,0,0,0,10,0,2019-07-01,"07"
556.8,8.550368309021,65.120002746582,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
455.42,5.80005121231079,78.5199966430664,49,7,3,1,0,1,1,1,0,0,1,13,0,2019-03-01,"03"
520,8,65,NA,7,3,0,0,1,0,0,0,0,0,NA,0,2019-09-01,"09"
465.44,8.39992809295654,55.4099998474121,61,NA,2,1,0,1,0,0,0,0,0,3,0,2019-12-01,"12"
600,10,60,NA,4,2,0,0,0,0,0,0,0,0,4,0,2019-04-01,"04"
511.75,5.75,89,47,7,3,1,0,1,1,1,0,1,0,13,0,2018-07-01,"07"
280,14,20,65,NA,1,0,1,0,0,0,0,0,0,13,0,2019-04-01,"04"
750,8.15217399597168,92,101,7,3,1,0,1,0,0,0,0,0,6,0,2019-05-01,"05"
1150,10.4545450210571,110,NA,7,3,1,1,1,1,2,1,1,0,13,1,2019-01-01,"01"
614.04,8.52833366394043,72,56,NA,3,1,0,1,0,0,0,0,0,13,0,2018-11-01,"11"
530,6.54321002960205,81,65,NA,2,0,0,1,1,1,0,0,0,NA,1,2019-03-01,"03"
308,6.92134809494019,44.5,24,NA,2,0,0,0,1,1,0,0,0,4,0,2019-03-01,"03"
612,8.5,72,124,6,2,1,0,1,1,2,0,0,0,4,0,2019-01-01,"01"
250,8.33333301544189,30,NA,7,1,1,1,1,0,0,0,0,0,3,0,2019-05-01,"05"
493.8,7.73496246337891,63.8400001525879,58,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
385,8.3695650100708,46,9,3,1,1,1,1,1,2,1,0,0,13,1,2019-10-01,"10"
655.2,5.19999980926514,126,58,7,4,0,1,1,0,0,0,0,1,13,0,2019-06-01,"06"
539,8.00415802001953,67.3399963378906,28,7,3,1,0,0,0,0,0,0,0,13,0,2019-02-01,"02"
406,7,58,93,NA,3,0,0,1,1,1,0,0,1,4,0,2019-08-01,"08"
362.9,7.40612268447876,49,50,NA,2,1,0,1,0,0,1,0,0,13,0,2019-05-01,"05"
200,8.33333301544189,24,52,7,1,0,0,1,0,0,0,0,0,6,0,2019-09-01,"09"
690,9.58333301544189,72,NA,2,2,0,0,1,1,2,0,1,0,4,0,2019-07-01,"07"
602.62,8.44005584716797,71.4000015258789,57,NA,3,1,0,1,0,0,0,0,0,3,0,2019-01-01,"01"
840,9.43820190429688,89,28,4,3,0,0,1,0,0,1,1,0,NA,0,2018-10-01,"10"
600,10,60,3,NA,2,1,0,1,0,0,1,0,0,4,0,2019-03-01,"03"
1195,8.5357141494751,140,10,6,3,1,0,0,1,2,1,1,1,13,1,2019-07-01,"07"
650,10,65,1,1,2,1,0,0,1,2,1,0,0,5,1,2019-07-01,"07"
285.48,4.97005605697632,57.439998626709,19,NA,2,1,0,1,1,1,1,0,0,4,1,2019-08-01,"08"
1396,10.4962406158447,133,2,1,5,1,0,1,1,2,0,0,0,5,0,2019-07-01,"07"
410,5.77464771270752,71,57,7,3,1,0,1,0,0,0,0,0,13,0,2019-06-01,"06"
650,7.14285707473755,91,112,7,4,1,0,1,0,0,0,0,0,6,0,2019-01-01,"01"
273,5.62654590606689,48.5200004577637,69,5,2,0,0,1,0,0,0,0,0,3,0,2019-03-01,"03"
385,8.55555534362793,45,NA,NA,2,0,0,0,0,0,0,0,0,NA,0,2019-08-01,"08"
1115,9.52991485595703,117,9,3,4,1,0,1,1,2,0,0,1,11,1,2019-07-01,"07"
420,6.88524580001831,61,70,6,2,1,0,0,0,0,0,0,0,4,0,2019-03-01,"03"
490.42,8.85074901580811,55.4099998474121,61,NA,2,1,0,1,0,0,0,0,0,3,0,2019-02-01,"02"
493.28,6.6659460067749,74,32,7,3,1,0,1,0,0,1,0,0,13,0,2018-12-01,"12"
462,7.07395505905151,65.3099975585938,80,7,3,0,0,0,0,0,0,0,0,NA,0,2019-10-01,"10"
720,7.3469386100769,98,70,7,4,1,0,1,0,0,0,0,0,3,0,2019-08-01,"08"
519,6.91262626647949,75.0800018310547,54,7,3,1,0,0,0,0,0,0,0,13,0,2019-03-01,"03"
400,5.7142858505249,70,138,7,2,1,1,0,1,1,0,0,0,6,0,2019-07-01,"07"
1200,10,120,2,1,4,1,1,1,1,2,1,1,0,4,0,2019-02-01,"02"
502.34,7.51443529129028,66.8499984741211,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
487.34,7.29005241394043,66.8499984741211,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
450,6.45902109146118,69.6699981689453,29,7,2,1,0,1,1,1,0,0,0,13,0,2019-07-01,"07"
250,5.20833349227905,48,62,NA,2.5,0,1,1,1,1,0,0,0,6,0,2019-07-01,"07"
1400,10.5263156890869,133,6,3,4,1,1,1,0,0,1,1,0,5,1,2018-11-01,"11"
193.6,4.48979616165161,43.1199989318848,51,8,1,1,0,1,0,0,1,0,0,NA,0,2019-09-01,"09"
625,7.50480318069458,83.2799987792969,50,7,3,1,1,1,1,1,0,0,1,13,0,2019-01-01,"01"
550,6.96202516555786,79,14,NA,3,1,0,1,0,0,1,0,0,13,0,2019-06-01,"06"
434,7.87801790237427,55.0900001525879,66,NA,2,0,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
480,7.99333906173706,60.0499992370605,23,3,2,1,0,1,1,2,1,0,0,13,1,2018-01-01,"01"
617,7.17441844940186,86,50,NA,3.5,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
270,6,45,NA,NA,2,0,1,1,0,0,0,0,1,6,0,2019-04-01,"04"
265,7.36111116409302,36,50,5,2,0,0,0,1,1,0,0,1,13,0,2019-03-01,"03"
798,9.61445808410645,83,8,7,3,1,1,1,1,2,1,0,0,4,1,2019-01-01,"01"
420,9.54545497894287,44,30,7,1,1,1,1,0,0,0,0,0,13,0,2019-01-01,"01"
500,6.66666650772095,75,50,NA,2,0,0,1,1,1,1,0,0,13,0,2019-03-01,"03"
648,11.3684206008911,57,1,1,2,1,0,1,1,2,1,0,1,5,1,2019-03-01,"03"
620,8.50013637542725,72.9400024414062,24,7,3,1,0,1,1,1,0,0,0,13,0,2019-09-01,"09"
317.87,5.29606771469116,60.0200004577637,26,7,2,1,0,0,0,0,0,0,0,13,0,2019-01-01,"01"
460,7.1875,64,27,7,2,1,1,1,0,0,0,0,0,13,0,2019-08-01,"08"
350,6.86274528503418,51,120,NA,2,0,1,1,0,0,0,0,0,NA,0,2019-08-01,"08"
281.5,6.86585378646851,41,50,NA,1,1,0,1,0,0,1,0,0,13,1,2019-06-01,"06"
472,8.49073600769043,55.5900001525879,21,NA,2,1,0,1,0,0,1,0,0,4,1,2019-11-01,"11"
350,10.1449279785156,34.5,NA,3,1,1,0,1,0,0,0,0,0,4,0,2019-07-01,"07"
370,12.3333330154419,30,NA,NA,1.5,0,0,0,0,0,0,0,1,13,0,2019-01-01,"01"
367,4.84808492660522,75.6999969482422,37,NA,3,1,0,1,1,1,0,0,0,13,0,2019-10-01,"10"
280,12.1739130020142,23,26,7,1,1,1,0,1,1,0,0,1,13,1,2019-12-01,"12"
332.44,4.37421035766602,76,48,7,3,1,0,0,0,0,1,0,0,13,0,2019-03-01,"03"
400,8,50,NA,NA,2,0,0,1,0,0,0,0,0,5,0,2019-02-01,"02"
980,9.80000019073486,100,46,NA,4,1,0,1,0,0,1,1,0,NA,0,2019-04-01,"04"
334,7.51237106323242,44.4599990844727,23,7,1.5,1,1,1,0,0,1,0,0,13,0,2019-11-01,"11"
650,7.22222232818604,90,NA,7,4,0,1,1,1,1,0,0,0,4,0,2019-08-01,"08"
330,7.41573047637939,44.5,67,NA,2,0,1,1,1,1,0,0,0,13,0,2019-08-01,"08"
190,9.0476188659668,21,27,7,1,0,0,0,1,1,0,0,0,13,0,2019-10-01,"10"
760,10.8571424484253,70,NA,NA,3,1,0,1,0,0,1,0,0,NA,0,2019-01-01,"01"
423,5.79452037811279,73,63,5,3,1,0,1,0,0,0,0,0,3,0,2019-04-01,"04"
586.02,8.45993995666504,69.2699966430664,12,NA,2,1,0,1,0,0,1,0,0,13,1,2019-09-01,"09"
470,6.91176462173462,68,NA,NA,2,0,0,1,0,0,0,0,0,6,0,2018-12-01,"12"
500,7.8125,64,36,6,2,1,1,1,1,1,0,0,0,4,0,2019-08-01,"08"
443.6,8.05227851867676,55.0900001525879,66,NA,2,0,0,1,0,0,0,0,1,13,0,2019-04-01,"04"
910,7.98245620727539,114,NA,6,3,1,0,1,1,2,0,0,0,3,0,2019-06-01,"06"
525,7.60869550704956,69,36,NA,2,1,0,1,1,1,0,0,0,3,0,2019-01-01,"01"
539,8.00415802001953,67.3399963378906,28,7,3,1,0,0,0,0,0,0,0,13,0,2019-03-01,"03"
395,6.58333349227905,60,67,7,2,0,0,0,0,0,0,0,0,13,0,2019-07-01,"07"
544,6.99318647384644,77.7900009155273,51,7,3,1,0,1,1,1,1,0,0,13,0,2019-07-01,"07"
330,6.875,48,112,6,2,1,0,1,1,1,0,0,0,4,0,2019-10-01,"10"
290,11.6000003814697,25,NA,NA,1,0,0,0,0,0,0,0,0,NA,0,2019-10-01,"10"
